corruption_levels,geometric_margin,functional_margin
0.0,2.842897862893642,1.0003648671033656
0.0,2.8407985756834453,0.9996261655135369
0.0,2.8391620650174034,0.9990503067054114
0.0,-2.826451459199642,-0.9945776720512961
0.0,2.842897862893642,1.0003648671033656
0.0,2.8410401911087666,0.9997111856565383
0.0,2.8398180662882946,0.9992811418095283
0.0,-2.839038473372416,-0.9990068170179602
0.0,-2.848550093669132,-1.0023537859324103
0.0,2.8390088809979432,0.9989964039911177
0.0,2.8486064951987595,1.00237363262104
0.0,2.826386008250205,0.9945546410338298
0.0,2.826313819337061,0.9945292390475516
0.0,2.8308533920571186,0.9961266334246343
0.0,2.810774012342498,0.9890610591449838
0.0,-2.815147934201468,-0.9906001639493734
0.0,-2.846908743191354,-1.0017762240811727
0.0,2.845640103602572,1.0013298125198575
0.0,2.8394437857992743,0.9991494392054547
0.0,2.8395663821762533,0.9991925786759102
0.0,-2.841297998781118,-0.9998019035614115
0.0,2.8414755765881443,0.9998643900128752
0.0,2.8522081681176954,1.0036409968474964
0.0,2.8394437857992743,0.9991494392054547
0.0,2.840467585810728,0.9995096961023928
0.0,-2.8474842277256154,-1.0019787267870035
0.0,-2.8401303646304856,-0.9993910340056779
0.0,2.8413109394209055,0.9998064571409015
0.0,-2.8983746530511487,-1.0198861564671515
0.0,2.839404955026515,0.9991357753516321
0.0,-2.839363535831145,-0.9991212006782284
0.0,-2.8429974534219458,-1.0003999112275008
0.0,-2.8385938165934954,-0.99885035025728
0.0,2.836109008830463,0.9979759908861301
0.0,2.8497820075973497,1.0027872743912007
0.0,2.8497820075973497,1.0027872743912007
0.0,2.837773090949352,0.9985615515949544
0.0,-2.8377068703730193,-0.9985382497595606
0.0,2.840581488294628,0.9995497763475036
0.0,2.845021962971799,1.0011122998972533
0.0,2.845438131321818,1.0012587420897756
0.0,2.834175174728518,0.9972955092833111
0.0,2.8483503511397483,1.0022835001119208
0.0,2.8422532533500013,1.0001380405441442
0.0,2.8408307883106114,0.9996375005603968
0.0,-2.841962683586859,-1.0000357942459976
0.0,-2.8437613536319777,-1.0006687140367974
0.0,2.8495066922062375,1.0026903958335023
0.0,-2.8516372926751763,-1.0034401159985422
0.0,2.8087858457499317,0.9883614589113238
0.0,2.839862497645791,0.9992967764088634
0.0,-2.8389412348860223,-0.998972600535269
0.0,2.846176109345306,1.0015184233456615
0.0,-2.8406387076763133,-0.9995699108236318
0.0,2.8389913802001128,0.9989902457736438
0.0,2.8372788643345284,0.998387642096372
0.0,-2.8418714398970835,-1.0000036872249232
0.0,2.841484565444528,0.9998675530305268
0.0,2.8411249848085602,0.9997410230415996
0.0,2.8415482208861595,0.9998899522409378
0.0,2.8673158577269393,1.0089571223775242
0.0,-2.836848813203942,-0.9982363148018844
0.0,2.8492091000087085,1.0025856784664038
0.0,2.8477706561980627,1.002079515839088
0.0,2.84343207772655,1.000552847740061
0.0,2.8247205689492163,0.9939686027569195
0.0,2.8403347172033695,0.9994629420179507
0.0,-2.8781913422742136,-1.0127840107071475
0.0,2.8413599536708545,0.9998237043780522
0.0,2.890976004639862,1.0172827045347743
0.0,2.849161757116593,1.0025690193501557
0.0,2.8423846408269657,1.0001842734453146
0.0,-2.8781913422742136,-1.0127840107071475
0.0,2.875075084186495,1.0116874552703625
0.0,2.822287742871951,0.9931125348104644
0.0,2.838000002400374,0.9986413976726166
0.0,2.8509444244025683,1.0031963080564792
0.0,2.8502652254226843,1.002957310093831
0.0,-2.8426833410377585,-1.000289380702446
0.0,-2.8387781801364578,-0.998915224487748
0.0,-2.840554121971271,-0.9995401466282001
0.0,-2.8426833410377585,-1.000289380702446
0.0,2.8390574917064706,0.9990135092292659
0.0,2.8390574917064706,0.9990135092292659
0.0,2.8122169692021295,0.9895688098334492
0.0,2.8396483178245,0.9992214103637942
0.0,-2.8477960037133667,-1.0020884351759765
0.0,2.8432418464787887,1.0004859087693123
0.0,2.8393353694376624,0.99911128942857
0.0,2.8391063952313034,0.9990307175042303
0.0,2.840439934649666,0.9994999661538
0.0,-2.8409282531636526,-0.9996717966974591
0.0,2.8393353694376624,0.99911128942857
0.0,-2.839377184411073,-0.9991260033691813
0.0,-2.8477565333037864,-1.0020745462454068
0.0,-2.8389354690538244,-0.998970571642133
0.0,-2.841502448433,-0.9998738457340457
0.0,2.842106300158991,1.0000863303468437
0.0,-2.8389354690538244,-0.998970571642133
0.0,2.8557654458603796,1.0048927392061502
0.0,2.842118341888264,1.0000905676158154
0.0,2.8425209149173947,1.0002322258582876
0.0,2.8407871285867548,0.9996221374851264
0.0,2.8412784554472297,0.9997950266120622
0.0,2.850046106908358,1.0028802062110904
0.0,2.8418904157226814,1.0000103644782639
0.0,-2.8383421615680517,-0.998761797358715
0.0,-2.8438167794079554,-1.0006882173751845
0.0,2.842518760952329,1.0002314679165392
0.0,2.841723477776075,0.9999516220032172
0.0,2.8426697832908068,1.0002846099739915
0.0,2.838756355711316,0.9989075448632208
0.0,2.842518760952329,1.0002314679165392
0.0,-2.504731573377093,-0.8813702033532114
0.0,2.846055068198421,1.001475831132836
0.0,-2.504731573377093,-0.8813702033532114
0.0,2.851855647690056,1.0035169512194948
0.0,2.843590817725547,1.0006087055040958
0.0,2.8334156043968695,0.9970282300807085
0.0,-2.840957703208885,-0.9996821596411897
0.0,2.8419433870260025,1.0000290041316608
0.0,2.8490839552111975,1.0025416422523825
0.0,2.8645158554717827,1.0079718517069072
0.0,2.8652471020086696,1.008229164273159
0.0,2.8645158554717827,1.0079718517069072
0.0,2.8652471020086696,1.008229164273159
0.0,-2.842396842398463,-1.0001885669599035
0.0,2.856430369660714,1.0051267139886555
0.0,2.855212685524249,1.0046982327388545
0.0,-2.839423730806712,-0.9991423822125775
0.0,2.842968344304827,1.0003896682502704
0.0,2.846422814694521,1.0016052345417663
0.0,2.8399116933019335,0.9993140874796063
0.0,-2.8372747195251877,-0.9983861836121615
0.0,2.8128594442343244,0.9897948852963028
0.0,-2.8500209100279834,-1.0028713398799372
0.0,-2.8500209100279834,-1.0028713398799372
0.0,-2.8437579499694006,-1.0006675163488656
0.0,2.8390509452281862,0.9990112056407465
0.0,2.84171161731607,0.999947448519656
0.0,2.842383588734758,1.0001839032329003
0.0,2.8419918084038596,1.0000460427477353
0.0,2.8419918084038596,1.0000460427477353
0.0,2.859294230892705,1.006134455490078
0.0,2.8390002501577243,0.9989933669529458
0.0,-2.839212418948268,-0.9990680253522946
0.0,2.853250353141023,1.004007723101002
0.0,2.842948771815283,1.000382781041568
0.0,2.846324105683976,1.00157050060795
0.0,2.846994150173989,1.0018062772694876
0.0,2.8500288877707938,1.0028741471048221
0.0,-2.84363454338225,-1.0006240917799545
0.0,2.8500321508170425,1.0028752953123852
0.0,2.8435276334766004,1.0005864720979556
0.0,2.8435276334766004,1.0005864720979556
0.0,2.8471254954677234,1.0018524953271344
0.0,2.8414562754674164,0.9998575982940013
0.0,-2.7844903670665064,-0.9798123148771378
0.0,-2.814829776032439,-0.9904882097850567
0.0,2.8258916871322612,0.994380698281291
0.0,1.502734064465738,1.006344058490508
0.0,1.5001367280080902,1.004604686119932
0.0,1.4933413789076253,1.0000540078899467
0.0,-1.4414047520406286,-0.9652733257309762
0.0,1.502734064465738,1.006344058490508
0.0,1.4932944029706368,1.0000225492598416
0.0,-1.4867781228364758,-0.995658756655723
0.0,-1.5216102052799743,-1.018984945926829
0.0,1.489174368384314,0.9972634633877877
0.0,1.4902357681717384,0.997974256731078
0.0,1.489174368384314,0.9972634633877877
0.0,1.4597846567397605,0.9775818960408994
0.0,1.4928323009755837,0.9997130909144599
0.0,1.4891339266291201,0.9972363805385887
0.0,-1.480317164390312,-0.9913320116259811
0.0,1.4527878030297585,0.9728962751278665
0.0,1.4956536121703488,1.0016024536600991
0.0,-1.5206492076428306,-1.0183413894352107
0.0,1.5049072464421078,1.0077993850327434
0.0,1.4849480501062526,0.9944332019403447
0.0,1.4896797407760733,0.9976018988540477
0.0,1.4938507485838306,1.0003951202393275
0.0,1.4849480501062526,0.9944332019403447
0.0,1.4935687167815885,1.0002062504750737
0.0,1.4937052656048406,1.0002976938649741
0.0,1.5079237929913294,1.0098194920954313
0.0,-1.5458480871787283,-1.035216459549885
0.0,1.4862123137705954,0.9952798482346303
0.0,-1.5021877759064346,-1.0059782224727611
0.0,-1.4905169574922987,-0.9981625623060617
0.0,1.4939158878310383,1.0004387423917442
0.0,1.4939158878310383,1.0004387423917442
0.0,1.4919277889378,0.9991073614400433
0.0,1.5301450753046348,1.024700538553898
0.0,1.3397424259811648,0.8971925653213564
0.0,1.5190344401737854,1.017260019359997
0.0,1.4772230656171992,0.9892599697455624
0.0,1.51766620177996,1.0163437437455793
0.0,1.4945600531163883,1.0008701240466402
0.0,1.5204431771231124,1.0182034158613835
0.0,-1.5065428995989834,-1.0088947417396255
0.0,1.5128909694301031,1.0131458880392215
0.0,-1.499905873234475,-1.0044500883535705
0.0,1.5011088365257967,1.005255683295104
0.0,1.4261651838956375,0.9550677616066777
0.0,1.436358450908859,0.961893941925555
0.0,1.4955056217634564,1.0015033481229243
0.0,-1.4921291406918173,-0.9992422017595073
0.0,1.5014111136279484,1.0054581108389797
0.0,1.5234729405292449,1.0202323739282104
0.0,-1.494275339884523,-1.0006794585948904
0.0,1.486782229747941,0.9956615069533634
0.0,1.478632380645214,0.990203753372034
0.0,1.478632380645214,0.990203753372034
0.0,1.4955458004741244,1.0015302548176714
0.0,1.489651903392611,0.9975832568427208
0.0,1.527498286771866,1.0229280493443853
0.0,-1.5005857742015283,-1.004905401315947
0.0,-1.4987731261248984,-1.0036915154626977
0.0,1.4984708212073587,1.0034890692915406
0.0,1.4975557680732576,1.0028762807040714
0.0,1.5588502354314182,1.0439236785789279
0.0,1.5031715662100007,1.0066370426527285
0.0,1.5031715662100007,1.0066370426527285
0.0,-1.478102863783893,-0.9898491489480968
0.0,1.4851854148971446,0.9945921593052287
0.0,1.5184993811604117,1.016901703493083
0.0,1.5413018243124148,1.032171939077477
0.0,1.5098273164596703,1.0110942349643521
0.0,1.4749644530547656,0.9877474324401376
0.0,-1.5028555996956623,-1.0064254476460635
0.0,1.487632155871047,0.9962306815827067
0.0,1.4957231353553262,1.0016490116278618
0.0,1.5900421818938966,1.064812158275719
0.0,1.5232221542656394,1.020064428533015
0.0,-1.5913767667496053,-1.065705896943027
0.0,1.5877037071993638,1.0632461392638255
0.0,1.4957231353553262,1.0016490116278618
0.0,1.5842356655789878,1.060923677051921
0.0,-1.028897313748265,-0.6890272357375032
0.0,-1.4955131255866385,-1.001508373248829
0.0,-1.4941848786309768,-1.0006188789173662
0.0,-1.4955131255866385,-1.001508373248829
0.0,1.4930920528384044,0.9998870403510319
0.0,1.4995393959834489,1.0042046675483443
0.0,1.4930920528384044,0.9998870403510319
0.0,1.4935952657570053,1.000224029671208
0.0,1.4937956695193637,1.0003582351439642
0.0,-1.5249281491410585,-1.0212068913594656
0.0,1.486249631167638,0.9953048387779875
0.0,1.4894670239107082,0.9974594475989236
0.0,1.5067740270692223,1.0090495221242117
0.0,-1.4950962728021446,-1.001229217187314
0.0,-1.492662439229582,-0.9995993386791869
0.0,1.4942556262930458,1.0006662568873337
0.0,-1.495745297512923,-1.0016638530799513
0.0,1.5006364441089928,1.0049393337072643
0.0,1.4974174445907458,1.0027836488684945
0.0,1.5104519817721005,1.0115125579667876
0.0,-1.505629684671707,-1.008283184154075
0.0,1.4930902069087784,0.9998858041773433
0.0,1.5083832823548189,1.010127200825686
0.0,1.4933894127387926,1.0000861749657752
0.0,1.4933894127387926,1.0000861749657752
0.0,-1.4801482930325855,-0.9912189226293876
0.0,-1.5081276318616017,-1.009955997975506
0.0,1.4925554868872764,0.9995277153249515
0.0,1.4953456293987666,1.0013962051696788
0.0,1.499458080641046,1.004150212662662
0.0,1.4928328395733765,0.9997134516001603
0.0,-0.9524405884507393,-0.6378260464823965
0.0,-0.9524405884507393,-0.6378260464823965
